round,payload,prediction,result,confidence,internal_model_latency_ms,total_api_latency_ms
23,SELECT * FROM products WHERE id = 5,0,Benign,0.999338686466217,1.7428999999538064,4.958000000442553
23,"SELECT name, price FROM products",0,Benign,0.9998451471328735,1.8352999995840946,5.084599999463535
23,UPDATE users SET name = 'John' WHERE id = 1,0,Benign,0.9938217997550964,1.713700000436802,4.993099999410333
23,"INSERT INTO orders VALUES (1, 2, 50000)",0,Benign,0.9507285356521606,1.6985000002023298,4.9051000005420065
24,' OR 1=1--,1,SQL Injection,0.9630976915359497,1.6632000006211456,4.942099999425409
24,"' UNION SELECT username, password FROM users--",0,Benign,0.9974633455276489,1.689799999439856,4.9593000003369525
24,admin' --,1,SQL Injection,0.955691933631897,1.696799999990617,4.715400000350201
24,' OR 'a'='a,1,SQL Injection,0.9630976915359497,1.6155999992406578,4.793099999915285
24,SELECT * FROM products WHERE id = 5,0,Benign,0.999338686466217,1.7205999993166188,4.869899999903282
24,"SELECT name, price FROM products",0,Benign,0.9998451471328735,2.027700000326149,5.511299999852781
24,UPDATE users SET name = 'John' WHERE id = 1,0,Benign,0.9938217997550964,1.6821999997773673,4.836300000533811
24,"INSERT INTO orders VALUES (1, 2, 50000)",0,Benign,0.9507285356521606,1.691499999651569,5.066400000032445
25,' OR 1=1--,1,SQL Injection,0.9630976915359497,1.713499999823398,4.928800000016054
25,"' UNION SELECT username, password FROM users--",0,Benign,0.9974633455276489,1.7327999994449783,4.976100000021688
25,admin' --,1,SQL Injection,0.955691933631897,1.6465999997308245,4.931200000100944
25,' OR 'a'='a,1,SQL Injection,0.9630976915359497,1.8401999996058294,5.141800000274088
25,SELECT * FROM products WHERE id = 5,0,Benign,0.999338686466217,1.6840000007505296,4.699099999925238
25,"SELECT name, price FROM products",0,Benign,0.9998451471328735,1.669700000093144,5.171099999643047
25,UPDATE users SET name = 'John' WHERE id = 1,0,Benign,0.9938217997550964,2.013000000260945,5.508100000042759
25,"INSERT INTO orders VALUES (1, 2, 50000)",0,Benign,0.9507285356521606,1.8918999994639307,5.554800000027171
26,' OR 1=1--,1,SQL Injection,0.9630976915359497,1.7410999998901389,5.4882000003999565
26,"' UNION SELECT username, password FROM users--",0,Benign,0.9974633455276489,1.662900000155787,5.298600000060105
26,admin' --,1,SQL Injection,0.955691933631897,1.7627000006541493,5.28169999961392
26,' OR 'a'='a,1,SQL Injection,0.9630976915359497,1.7446000001655193,5.312299999786774
26,SELECT * FROM products WHERE id = 5,0,Benign,0.999338686466217,1.911399999698915,5.418800000370538
26,"SELECT name, price FROM products",0,Benign,0.9998451471328735,1.6372000000046683,4.562400000395428
26,UPDATE users SET name = 'John' WHERE id = 1,0,Benign,0.9938217997550964,1.6814000000522356,5.02649999998539
26,"INSERT INTO orders VALUES (1, 2, 50000)",0,Benign,0.9507285356521606,1.8721999995250371,5.080300000372517
27,' OR 1=1--,1,SQL Injection,0.9630976915359497,1.7050999995262828,4.980499999874155
27,"' UNION SELECT username, password FROM users--",0,Benign,0.9974633455276489,1.7119000003731344,4.725800000414893
27,admin' --,1,SQL Injection,0.955691933631897,1.6327000003002468,5.049600000347709
27,' OR 'a'='a,1,SQL Injection,0.9630976915359497,1.7262000001210254,4.852099999880011
27,SELECT * FROM products WHERE id = 5,0,Benign,0.999338686466217,1.6949999999269494,4.839000000174565
27,"SELECT name, price FROM products",0,Benign,0.9998451471328735,1.7007999995257705,4.942499999742722
27,UPDATE users SET name = 'John' WHERE id = 1,0,Benign,0.9938217997550964,1.7551999999341206,5.133100000421109
27,"INSERT INTO orders VALUES (1, 2, 50000)",0,Benign,0.9507285356521606,1.673300000220479,4.9203000007764786
28,' OR 1=1--,1,SQL Injection,0.9630976915359497,1.6121999997267267,4.780100000061793
28,"' UNION SELECT username, password FROM users--",0,Benign,0.9974633455276489,1.738899999509158,5.033000000366883
28,admin' --,1,SQL Injection,0.955691933631897,1.6675999995641178,4.881700000623823
28,' OR 'a'='a,1,SQL Injection,0.9630976915359497,1.6405999995185994,4.694299999755458
28,SELECT * FROM products WHERE id = 5,0,Benign,0.999338686466217,1.7267000002902932,5.068599999503931
28,"SELECT name, price FROM products",0,Benign,0.9998451471328735,1.8044999997073319,4.925600000206032
28,UPDATE users SET name = 'John' WHERE id = 1,0,Benign,0.9938217997550964,1.7041999999491964,5.067400000370981
28,"INSERT INTO orders VALUES (1, 2, 50000)",0,Benign,0.9507285356521606,1.866399999926216,4.9804000000222
29,' OR 1=1--,1,SQL Injection,0.9630976915359497,1.6369999993912643,4.830900000342808
29,"' UNION SELECT username, password FROM users--",0,Benign,0.9974633455276489,1.8322000005355221,5.103100000269478
29,admin' --,1,SQL Injection,0.955691933631897,1.6061999995145015,4.698499999904016
29,' OR 'a'='a,1,SQL Injection,0.9630976915359497,1.6136000003825757,4.846200000429235
29,SELECT * FROM products WHERE id = 5,0,Benign,0.999338686466217,2.0140999995419406,5.37480000002688
29,"SELECT name, price FROM products",0,Benign,0.9998451471328735,1.657300000260875,4.9462999995739665
29,UPDATE users SET name = 'John' WHERE id = 1,0,Benign,0.9938217997550964,1.7107999992731493,4.959400000188907
29,"INSERT INTO orders VALUES (1, 2, 50000)",0,Benign,0.9507285356521606,1.7281000000366475,4.946899999595189
30,' OR 1=1--,1,SQL Injection,0.9630976915359497,1.8819999995685066,4.986900000403693
30,"' UNION SELECT username, password FROM users--",0,Benign,0.9974633455276489,1.7053000001396867,4.7829000004639965
30,admin' --,1,SQL Injection,0.955691933631897,1.6009000000849483,4.830399999264046
30,' OR 'a'='a,1,SQL Injection,0.9630976915359497,1.736700000037672,4.78209999982937
30,SELECT * FROM products WHERE id = 5,0,Benign,0.999338686466217,1.7765000002327724,4.991900000277383
30,"SELECT name, price FROM products",0,Benign,0.9998451471328735,1.6746999999668333,4.990899999938847
30,UPDATE users SET name = 'John' WHERE id = 1,0,Benign,0.9938217997550964,1.6983000004984206,4.910800000288873
30,"INSERT INTO orders VALUES (1, 2, 50000)",0,Benign,0.9507285356521606,1.8697000004976871,5.239099999926111
31,' OR 1=1--,1,SQL Injection,0.9630976915359497,1.7275999998673797,5.18610000017361
31,"' UNION SELECT username, password FROM users--",0,Benign,0.9974633455276489,1.7249999991690856,5.265499999950407
31,admin' --,1,SQL Injection,0.955691933631897,1.8665999996301252,5.24909999967349
31,' OR 'a'='a,1,SQL Injection,0.9630976915359497,1.6906999999264372,5.052299999988463
31,SELECT * FROM products WHERE id = 5,0,Benign,0.999338686466217,1.6792000005807495,4.707300000518444
31,"SELECT name, price FROM products",0,Benign,0.9998451471328735,1.6804999995656544,4.9566999996386585
31,UPDATE users SET name = 'John' WHERE id = 1,0,Benign,0.9938217997550964,1.8036999999822,5.055000000538712
31,"INSERT INTO orders VALUES (1, 2, 50000)",0,Benign,0.9507285356521606,1.7099000006055576,5.047900000135996
32,' OR 1=1--,1,SQL Injection,0.9630976915359497,1.602199999979348,4.5758000005662325
32,"' UNION SELECT username, password FROM users--",0,Benign,0.9974633455276489,1.7755999997461913,5.212999999457679
32,admin' --,1,SQL Injection,0.955691933631897,1.77590000021155,4.85339999977441
32,' OR 'a'='a,1,SQL Injection,0.9630976915359497,1.695599999948172,4.7546000005240785
32,SELECT * FROM products WHERE id = 5,0,Benign,0.999338686466217,1.678399999946123,4.957699999977194
32,"SELECT name, price FROM products",0,Benign,0.9998451471328735,1.7869000002974644,4.963899999893329
32,UPDATE users SET name = 'John' WHERE id = 1,0,Benign,0.9938217997550964,1.711099999738508,4.969300000084331
32,"INSERT INTO orders VALUES (1, 2, 50000)",0,Benign,0.9507285356521606,1.7680000000837026,4.900099999758822
33,' OR 1=1--,1,SQL Injection,0.9630976915359497,1.624200000151177,4.801199999747041
33,"' UNION SELECT username, password FROM users--",0,Benign,0.9974633455276489,1.9494000007398427,5.186299999877519
33,admin' --,1,SQL Injection,0.955691933631897,1.6576999996686936,4.627700000128243
33,' OR 'a'='a,1,SQL Injection,0.9630976915359497,1.6126999998959946,5.024600000069768
33,SELECT * FROM products WHERE id = 5,0,Benign,0.999338686466217,1.7639999996390543,4.840199999307515
33,"SELECT name, price FROM products",0,Benign,0.9998451471328735,1.6750999993746518,5.285500000354659
33,UPDATE users SET name = 'John' WHERE id = 1,0,Benign,0.9938217997550964,1.700100000562088,4.820199999812758
33,"INSERT INTO orders VALUES (1, 2, 50000)",0,Benign,0.9507285356521606,1.6998999999486841,5.121899999721791
34,' OR 1=1--,1,SQL Injection,0.9630976915359497,1.814100000046892,5.142999999407039
34,"' UNION SELECT username, password FROM users--",0,Benign,0.9974633455276489,1.703099999758706,5.078199999843491
34,admin' --,1,SQL Injection,0.955691933631897,1.6102999998111045,4.789200000232086
34,' OR 'a'='a,1,SQL Injection,0.9630976915359497,1.6184000005523558,4.956000000674976
34,SELECT * FROM products WHERE id = 5,0,Benign,0.999338686466217,1.8192000006820308,5.168599999706203
34,"SELECT name, price FROM products",0,Benign,0.9998451471328735,1.6630999998596963,4.722799999399285
34,UPDATE users SET name = 'John' WHERE id = 1,0,Benign,0.9938217997550964,1.712000000225089,5.072299999483221
34,"INSERT INTO orders VALUES (1, 2, 50000)",0,Benign,0.9507285356521606,1.8239999999423162,4.944600000271748
35,' OR 1=1--,1,SQL Injection,0.9630976915359497,1.6839999998410349,4.847600000175589
35,"' UNION SELECT username, password FROM users--",0,Benign,0.9974633455276489,1.6974000000118394,4.7984000002543326
35,admin' --,1,SQL Injection,0.955691933631897,1.7481000004408997,4.987999999684689
35,' OR 'a'='a,1,SQL Injection,0.9630976915359497,1.87629999982164,4.887699999926554
35,SELECT * FROM products WHERE id = 5,0,Benign,0.999338686466217,1.6594999997323612,4.827300000215473
35,"SELECT name, price FROM products",0,Benign,0.9998451471328735,1.818200000343495,5.196000000069034
35,UPDATE users SET name = 'John' WHERE id = 1,0,Benign,0.9938217997550964,1.8927999999505118,4.976700000042911
35,"INSERT INTO orders VALUES (1, 2, 50000)",0,Benign,0.9507285356521606,1.6806000003271038,5.009100000279432
36,' OR 1=1--,1,SQL Injection,0.9630976915359497,1.616200000171375,4.905700000563229
36,"' UNION SELECT username, password FROM users--",0,Benign,0.9974633455276489,1.756999999997788,5.094699999972363
36,admin' --,1,SQL Injection,0.955691933631897,1.7426000003979425,4.82319999991887
36,' OR 'a'='a,1,SQL Injection,0.9630976915359497,1.6076999991128105,4.829800000152318
36,SELECT * FROM products WHERE id = 5,0,Benign,0.999338686466217,1.6878999995242339,5.050300000220886
36,"SELECT name, price FROM products",0,Benign,0.9998451471328735,1.7852000000857515,4.998600000362785
36,UPDATE users SET name = 'John' WHERE id = 1,0,Benign,0.9938217997550964,1.6958999995040358,5.028100000345148
36,"INSERT INTO orders VALUES (1, 2, 50000)",0,Benign,0.9507285356521606,1.6875000001164153,4.967599999872618
37,' OR 1=1--,1,SQL Injection,0.9630976915359497,1.6376000003219815,4.900300000372226
37,"' UNION SELECT username, password FROM users--",0,Benign,0.9974633455276489,1.8887999995058635,5.196199999772944
37,admin' --,1,SQL Injection,0.955691933631897,1.617699999769684,4.80749999951513
37,' OR 'a'='a,1,SQL Injection,0.9630976915359497,1.6194999998333515,4.90189999982249
37,SELECT * FROM products WHERE id = 5,0,Benign,0.999338686466217,1.8123999998351792,5.074199999398843
37,"SELECT name, price FROM products",0,Benign,0.9998451471328735,1.6975999997157487,5.039499999838881
37,UPDATE users SET name = 'John' WHERE id = 1,0,Benign,0.9938217997550964,1.6959000004135305,4.732599999442755
37,"INSERT INTO orders VALUES (1, 2, 50000)",0,Benign,0.9507285356521606,1.7194000001836685,5.087499999717693
38,' OR 1=1--,1,SQL Injection,0.9630976915359497,2.276500000334636,5.495299999893177
38,"' UNION SELECT username, password FROM users--",0,Benign,0.9974633455276489,1.7366000001857174,5.227900000136287
38,admin' --,1,SQL Injection,0.955691933631897,1.6206999998757965,4.6273999996628845
38,' OR 'a'='a,1,SQL Injection,0.9630976915359497,1.740800000334275,5.09779999993043
38,SELECT * FROM products WHERE id = 5,0,Benign,0.999338686466217,1.8665999996301252,5.01319999966654
38,"SELECT name, price FROM products",0,Benign,0.9998451471328735,1.649800000450341,4.855099999986123
38,UPDATE users SET name = 'John' WHERE id = 1,0,Benign,0.9938217997550964,1.6934000004766858,4.952400000547641
38,"INSERT INTO orders VALUES (1, 2, 50000)",0,Benign,0.9507285356521606,1.789900000403577,5.17279999985476
39,' OR 1=1--,1,SQL Injection,0.9630976915359497,1.6085999995993916,4.829000000427186
39,"' UNION SELECT username, password FROM users--",0,Benign,0.9974633455276489,1.7087999995055725,4.9317999992126715
